full_name,first_name,last_name,company,Region(s),Stages,Industries
Kristopher Burson,Kristopher,Burson,Wolfpack Investor Network,"Cary, North Carolina",Pre-seed; Seed; Other Lists,Food and Beverage; Enterprise Applications; Pharmaceuticals; Health & Hospital Services; Health IT; Consumer Internet; Enterprise; Raleigh-Durham / Southeast US
Eric Canonge,Eric,Canonge,Wolfpack Investor Network,"San Francisco, California",Pre-seed; Seed; Other Lists,Pharmaceuticals; Food and Beverage; Enterprise Applications; BioTech; Health IT; Health & Hospital Services; Consumer Internet; Enterprise; San Francisco Bay Area
Mike Constantino,Mike,Constantino,Wolfpack Investor Network,"Raleigh, North Carolina",Pre-seed; Seed; Other Lists,Enterprise Infrastructure; Enterprise Applications; Pharmaceuticals; Food and Beverage; BioTech; Health & Hospital Services; Enterprise; Health IT; Consumer Internet; Raleigh-Durham / Southeast US
Erik Dixon,Erik,Dixon,Wolfpack Investor Network,"Raleigh, North Carolina",Pre-seed; Seed; Other Lists,Enterprise Applications; Pharmaceuticals; Food and Beverage; BioTech; Health & Hospital Services; Health IT; Consumer Internet; Enterprise; Raleigh-Durham / Southeast US
Sharat Nagaraj,Sharat,Nagaraj,Wolfpack Investor Network,"Raleigh, North Carolina",Pre-seed; Seed; Other Lists,Enterprise Applications; Pharmaceuticals; Food and Beverage; BioTech; Health & Hospital Services; Health IT; Consumer Internet; Enterprise; Raleigh-Durham / Southeast US
Jon Pershke,Jon,Pershke,Wolfpack Investor Network,"Raleigh, North Carolina",Pre-seed; Seed; Other Lists,"Food and Beverage; Pharmaceuticals; Enterprise Applications; BioTech; Consumer Internet; Health & Hospital Services; Health IT; Enterprise; Raleigh-Durham / Southeast US; Angel, Scout, and Solo-Capitalists"
Ken Purchase,Ken,Purchase,Wolfpack Investor Network,Raleigh-Durham / Southeast US,Pre-seed; Seed; Other Lists,Food and Beverage; Enterprise Applications; Pharmaceuticals; BioTech; Health & Hospital Services; Health IT; Enterprise; Consumer Internet
Malhar Shah,Malhar,Shah,Wolfpack Investor Network,"Raleigh, North Carolina",Pre-seed; Seed; Other Lists,Food and Beverage; Pharmaceuticals; Enterprise Applications; BioTech; Health & Hospital Services; Health IT; Enterprise; Consumer Internet; Raleigh-Durham / Southeast US
David Whitley,David,Whitley,Wolfpack Investor Network,North Carolina,Pre-seed; Seed,Pharmaceuticals; Food and Beverage; Enterprise Applications; BioTech; Health & Hospital Services; Health IT; Consumer Internet; Enterprise
Devin Williams,Devin,Williams,Wolfpack Investor Network,"Raleigh, North Carolina",Pre-seed; Seed; Other Lists,"Pharmaceuticals; Enterprise Applications; Food and Beverage; Health & Hospital Services; BioTech; Health IT; Consumer Internet; Enterprise; Raleigh-Durham / Southeast US; Angel, Scout, and Solo-Capitalists"
Lelon Winstead,Lelon,Winstead,Wolfpack Investor Network,"Raleigh, North Carolina",Pre-seed; Seed; Other Lists,Food and Beverage; Enterprise Applications; Pharmaceuticals; BioTech; Health & Hospital Services; Health IT; Enterprise; Consumer Internet; Raleigh-Durham / Southeast US
Angel Alvarez,Angel,Alvarez,WestCap,"Washington, District of Columbia",Pre-seed; Seed; Other Lists,"Payments; Web3/Blockchain; FinTech; Washington, D.C."
Harish Bahl,Harish,Bahl,WestCap,Singapore,Seed; Series A; Series B,SMB Software; Consumer Internet
Ryan Benevides,Ryan,Benevides,WestCap,"New York, New York",Pre-seed; Seed; Other Lists,Analytics; Payments; Web3/Blockchain; Marketplaces; FinTech; New York City
Drew Bowker,Drew,Bowker,WestCap,San Francisco Bay Area,Pre-seed; Seed; Series B; Other Lists,Payments; Web3/Blockchain; Analytics; Marketplaces; FinTech
Ryan E. Brown,Ryan E.,Brown,WestCap,"Chicago, Illinois",Pre-seed; Seed; Other Lists,Payments; Analytics; Web3/Blockchain; FinTech; Midwest
Will Cunningham,Will,Cunningham,WestCap,"New York, New York",Pre-seed; Seed; Other Lists,Analytics; Payments; Web3/Blockchain; FinTech; New York City
Joshua Dart,Joshua,Dart,WestCap,"New York, New York",Pre-seed; Seed; Other Lists,Payments; Analytics; Web3/Blockchain; FinTech; New York City
Karn Dasgupta,Karn,Dasgupta,WestCap,London,Pre-seed; Seed; Other Lists,Analytics; Payments; Web3/Blockchain; FinTech
Sean Duncan,Sean,Duncan,WestCap,"New York, New York",Pre-seed; Seed; Other Lists,Payments; Analytics; Web3/Blockchain; FinTech; New York City
Michael Edelstein,Michael,Edelstein,WestCap,"San Francisco, California",Seed; Series A; Series B; Other Lists,SaaS; Enterprise; San Francisco Bay Area
Daniel Fischer,Daniel,Fischer,WestCap,London,Series A; Series B; Other Lists,Real Estate/PropTech; BioTech; FinTech
Jie (Carol) Fu,Jie (Carol),Fu,WestCap,"New York, New York",Pre-seed; Seed; Other Lists,Payments; Analytics; Web3/Blockchain; FinTech; New York City
Scott C. Ganeles,Scott C.,Ganeles,WestCap,"New York, New York",Pre-seed; Seed; Other Lists,Payments; FinTech; New York City
Alexander Goodman,Alexander,Goodman,WestCap,"New York, New York",Pre-seed; Seed; Other Lists,Payments; Analytics; Web3/Blockchain; FinTech; New York City
Allie Haldeman,Allie,Haldeman,WestCap,"New York, New York",Pre-seed; Seed; Other Lists,Payments; Analytics; Web3/Blockchain; FinTech; New York City
Kevin He,Kevin,He,WestCap,San Francisco Bay Area,Pre-seed; Seed; Other Lists,Payments; Web3/Blockchain; Analytics; FinTech
Adi Hemrajani,Adi,Hemrajani,WestCap,New York City,Pre-seed; Seed; Other Lists,Payments; Analytics; Web3/Blockchain; FinTech
Alex Joseph,Alex,Joseph,WestCap,New York City,Pre-seed; Seed; Other Lists,Payments; Analytics; Web3/Blockchain; FinTech
Larry Katz,Larry,Katz,WestCap,San Francisco Bay Area,Pre-seed; Seed; Other Lists,Payments; Analytics; Web3/Blockchain; FinTech
Sharon Khoo,Sharon,Khoo,WestCap,San Francisco Bay Area,Pre-seed; Seed; Other Lists,Payments; Web3/Blockchain; Analytics; FinTech
Susan Lee,Susan,Lee,WestCap,"New York, New York",Seed; Series A; Series B; Other Lists,Real Estate/PropTech; BioTech; FinTech; New York City
Rachel Lubbe,Rachel,Lubbe,WestCap,"New York, New York",Pre-seed; Seed; Other Lists,Payments; Analytics; Web3/Blockchain; FinTech; New York City
Kevin Marcus,Kevin,Marcus,WestCap,"New York, New York",Pre-seed; Seed; Other Lists,Payments; Analytics; Web3/Blockchain; FinTech; New York City
Allen Mask,Allen,Mask,WestCap,"Raleigh, North Carolina",Series B; Other Lists,Consumer Internet; Raleigh-Durham / Southeast US
Jeff Mullen,Jeff,Mullen,WestCap,"San Francisco, California",Pre-seed; Seed; Other Lists,Payments; Analytics; Web3/Blockchain; FinTech; San Francisco Bay Area
Anu Osibajo,Anu,Osibajo,WestCap,New York City,Pre-seed; Seed; Other Lists,Payments; Analytics; Web3/Blockchain; Marketplaces; FinTech
Julianne Pisano,Julianne,Pisano,WestCap,"New York, New York",Pre-seed; Seed; Other Lists,Payments; Analytics; Web3/Blockchain; FinTech; New York City
Nick Pompeo,Nick,Pompeo,WestCap,"New York, New York",Pre-seed; Seed; Other Lists,Payments; Analytics; Web3/Blockchain; FinTech; New York City
George Redenbaugh,George,Redenbaugh,WestCap,"San Jose, California",Pre-seed; Seed; Series B; Other Lists,MarketingTech; Marketplaces; Consumer Internet; FinTech; SaaS; San Francisco Bay Area
Brian Reinken,Brian,Reinken,WestCap,"Dallas, Texas",Pre-seed; Seed; Other Lists,Payments; Analytics; Web3/Blockchain; FinTech; Austin
Michael Rogers,Michael,Rogers,WestCap,"New York, New York",Pre-seed; Seed; Other Lists,Payments; Analytics; Web3/Blockchain; FinTech; New York City
Nicole Roos,Nicole,Roos,WestCap,San Francisco Bay Area,Pre-seed; Seed; Other Lists,Payments; Web3/Blockchain; Analytics; FinTech
Brandon Roselius,Brandon,Roselius,WestCap,"Dallas, Texas",Pre-seed; Seed; Other Lists,Payments; Analytics; Web3/Blockchain; FinTech; Austin
Benjamin Rubin,Benjamin,Rubin,WestCap,"New York, New York",Pre-seed; Seed; Other Lists,Web3/Crypto; Web3/Blockchain; FinTech; New York City
Pat Sadowski,Pat,Sadowski,WestCap,"Boston, Massachusetts",Pre-seed; Seed; Other Lists,Analytics; Web3/Blockchain; Payments; FinTech; Boston / New England
Christian Schnedler,Christian,Schnedler,WestCap,"New York, New York",Seed; Series A; Series B; Other Lists,Cybersecurity; Web3/Blockchain; Web3/Crypto; New York City
Jason Spector,Jason,Spector,WestCap,"New York, New York",Pre-seed; Seed; Other Lists,Payments; Analytics; Web3/Blockchain; FinTech; New York City
Alex Stewart,Alex,Stewart,WestCap,New York City,Pre-seed; Seed; Other Lists,Analytics; Payments; Web3/Blockchain; FinTech
Daphne Tong,Daphne,Tong,WestCap,"New York, New York",Pre-seed; Seed; Other Lists,Wellness & Fitness; Analytics; Payments; Consumer Health; Health & Hospital Services; Web3/Blockchain; FinTech; New York City
Laurence A. Tosi,Laurence A.,Tosi,WestCap,"New York, New York",Pre-seed; Seed; Other Lists,Payments; Analytics; Web3/Blockchain; FinTech; New York City
Phuc Truong,Phuc,Truong,WestCap,"Boston, Massachusetts",Seed; Series A; Series B; Other Lists,Advertising; Payments; Media/Content; Boston / New England
Jaime Vassallo  Hildreth,Jaime,Vassallo  Hildreth,WestCap,"New York, New York",Seed; Series A; Series B; Other Lists,Real Estate/PropTech; BioTech; FinTech; New York City
Jennifer Wilcox,Jennifer,Wilcox,WestCap,"New York, New York",Seed; Series A; Series B; Other Lists,Cybersecurity; Payments; Gaming/eSports; BioTech; Real Estate/PropTech; FinTech; New York City
Charlie Young,Charlie,Young,WestCap,"New York, New York",Series B; Other Lists,Payments; Gaming/eSports; Enterprise Applications; Cybersecurity; Real Estate/PropTech; BioTech; Enterprise; FinTech; New York City
Tina Yuan,Tina,Yuan,WestCap,"San Francisco, California",Pre-seed; Seed; Other Lists,Payments; Analytics; Web3/Blockchain; FinTech; San Francisco Bay Area
Gonzalo Miranda,Gonzalo,Miranda,Austral Capital Partners,Chile,Seed; Series A; Other Lists,Retail; Health & Hospital Services; Health IT; LatAm (Latin America)
Hiroshi Wald,Hiroshi,Wald,Austral Capital Partners,"Palo Alto, California; Santiago, Chile",Seed; Series A; Other Lists,Impact; EnergyTech; BioTech; Consumer Internet; San Francisco Bay Area
Sith Chaisurote,Sith,Chaisurote,Signia Venture Partners,"Campbell, California",Pre-seed; Seed; Series A; Other Lists,Real Estate/PropTech; Data Services; FinTech; San Francisco Bay Area
Ed Cluss,Ed,Cluss,Signia Venture Partners,"Menlo Park, California",Seed; Other Lists,Security; Social Networks; SaaS; Enterprise; San Francisco Bay Area
Sunny Dhillon,Sunny,Dhillon,Signia Venture Partners,"Menlo Park, California",Seed; Other Lists,MarketingTech; Advertising; Games; Hardware; Education; SMB Software; Security; Consumer Health; Analytics; Media/Content; San Francisco Bay Area
James Kosta,James,Kosta,Signia Venture Partners,South Lake Tahoe,Seed; Series A,Hardware; Gaming/eSports; Cybersecurity; AI
Linus Liang,Linus,Liang,Signia Venture Partners,"Menlo Park, California",Seed; Series A; Other Lists,Medical Devices; Enterprise Infrastructure; Enterprise Applications; Data Services; AI; Enterprise; San Francisco Bay Area
Zaw Thet,Zaw,Thet,Signia Venture Partners,"San Francisco, California",Seed; Series A; Other Lists,"AR/VR; TransportationTech; E-commerce; Social Networks; FinTech; Marketplaces; SaaS; Colorado / Utah; Diverse Investors; Investors who were founders; Investors who invested in female founders; Investors who invested in diverse founders; Angel, Scout, and Solo-Capitalists; San Francisco Bay Area"
Rick Thompson,Rick,Thompson,Signia Venture Partners,San Francisco Bay Area,Seed; Other Lists,Games; Gaming/eSports; Education; Consumer Health
Kevin Wu,Kevin,Wu,Signia Venture Partners,San Francisco Bay Area,Pre-seed; Seed; Series A; Other Lists,AudioTech; Fashion; Gaming/eSports; IoT; Security
Shripriya Mahesh,Shripriya,Mahesh,Spero Ventures,,Seed; Series A; Series B; Other Lists,Impact; AgTech; AR/VR; Future of Work; Education; Consumer Health; Web3/Crypto; Web3/Blockchain; Marketplaces; AI; Female Investors; Diverse Investors; San Francisco Bay Area
Andrew Parker,Andrew,Parker,Spero Ventures,"Boston, Massachusetts",Seed; Series A; Other Lists,ClimateTech/CleanTech; Marketplaces; Boston / New England; San Francisco Bay Area
Marc Tarpenning,Marc,Tarpenning,Spero Ventures,San Francisco Bay Area,Seed; Series A; Other Lists,EnergyTech; Education; TransportationTech; ClimateTech/CleanTech
Stephen Wemple,Stephen,Wemple,Spero Ventures,San Francisco Bay Area,Seed; Series A; Other Lists,EnergyTech; ClimateTech/CleanTech; Future of Work
Sara  Eshelman,Sara ,Eshelman,Spero Ventures,,,
Anthony Bellafiore,Anthony,Bellafiore,Katapult VC,Rhode Island,Seed; Series A,Impact
Fabrice Boullé,Fabrice,Boullé,Katapult VC,South Africa,Seed; Series A,Food and Beverage; AgTech; ClimateTech/CleanTech
Haakon Brunell,Haakon,Brunell,Katapult VC,"Oslo, Norway",Seed; Series A,Impact
Nina Heir,Nina,Heir,Katapult VC,"Oslo, Norway",Seed; Series A,Impact; ClimateTech/CleanTech
Saurabh Kumar,Saurabh,Kumar,Katapult VC,"Oslo, Norway",Seed; Series A,Impact; ClimateTech/CleanTech
Tharald Nustad,Tharald,Nustad,Katapult VC,"Oslo, Norway",Seed; Series A,Impact; Consumer Internet; Enterprise
Kristoffer Roil,Kristoffer,Roil,Katapult VC,"Oslo, Norway",Seed; Series A; Other Lists,Impact; New York City
Yann Vaudin,Yann,Vaudin,Katapult VC,"Paris, France",Seed; Series A,AgTech; Food and Beverage
Carl Walton,Carl,Walton,Katapult VC,"Oslo, Norway",Seed; Series A,Impact; ClimateTech/CleanTech
Meghal Antani,Meghal,Antani,Blue Heron Capital,"Washington, D.C.",Series B; Other Lists,Enterprise; Digital Health; Health & Hospital Services; Health IT
Tom Benedetti,Tom,Benedetti,Blue Heron Capital,"Richmond, Virginia",Series B; Other Lists,"Cloud Infrastructure; Digital Health; Enterprise; Health & Hospital Services; Health IT; Washington, D.C."
Gordon Crenshaw,Gordon,Crenshaw,Blue Heron Capital,"Richmond, Virginia",Series A; Series B; Other Lists,"LegalTech; Enterprise Infrastructure; GovTech; Enterprise Applications; Digital Health; SaaS; Health & Hospital Services; Health IT; Future of Work; Washington, D.C."
Kevin Musco,Kevin,Musco,Blue Heron Capital,"Richmond, Virginia",Series B; Other Lists,"Enterprise; Digital Health; Health & Hospital Services; Health IT; Washington, D.C."
Andrew Tichenor,Andrew,Tichenor,Blue Heron Capital,"Richmond, Virginia",Series B; Other Lists,"Manufacturing; Digital Health; Enterprise; Security; Health & Hospital Services; Health IT; Washington, D.C."
Brad Cummings,Brad,Cummings,Trolley Venture Partners,"Richmond, Virginia",Pre-seed; Seed; Other Lists,"Consumer Internet; Enterprise; Washington, D.C.; Angel, Scout, and Solo-Capitalists"
Hank Heyming,Hank,Heyming,Trolley Venture Partners,"Richmond, Virginia",Seed; Other Lists,"Consumer Internet; Enterprise; Washington, D.C."
April Kim,April,Kim,Trolley Venture Partners,"Richmond, Virginia",Seed; Other Lists,"Consumer Internet; Enterprise; Washington, D.C."
Mark Rausch,Mark,Rausch,Trolley Venture Partners,"Richmond, Virginia",Seed; Other Lists,"Consumer Health; Health & Hospital Services; BioTech; Health IT; Washington, D.C."
Michael Saxon,Michael,Saxon,Trolley Venture Partners,"Richmond, Virginia",Seed; Other Lists,"Consumer Internet; Enterprise; Washington, D.C."
Tom York,Tom,York,Trolley Venture Partners,"Richmond, Virginia",Seed; Series A; Other Lists,"Consumer Internet; Enterprise; Washington, D.C."
Catarina Crepaldi,Catarina,Crepaldi,MSW Capital,"Sao Paulo, Brazil",Seed; Series A,AgTech; Education; Marketplaces; FinTech
Dan Faccio,Dan,Faccio,MSW Capital,"Sao Paulo, Brazil",Seed; Series A,Media/Content; Consumer Internet; FinTech
Leticia Sasson Swirski,Leticia,Sasson Swirski,MSW Capital,"Rio De Janeiro, Brazil",Seed; Series A,Education; AgTech; Marketplaces; FinTech
Ana Clara Taixeirao,Ana Clara,Taixeirao,MSW Capital,"Rio De Janeiro, Brazil",Seed; Series A,FinTech
Gustavo Tedeschi,Gustavo,Tedeschi,MSW Capital,"Rio De Janeiro, Brazil",Seed; Series A; Other Lists,"AgTech; Education; Marketplaces; FinTech; Angel, Scout, and Solo-Capitalists"
Richard Zeiger,Richard,Zeiger,MSW Capital,"Rio De Janeiro, Brazil",Seed; Series A,AgTech; Education; Marketplaces; FinTech
Tyson Andrus,Tyson,Andrus,Kickstart Fund,"Salt Lake City, Utah",Seed; Series A; Other Lists,Social Networks; MarketingTech; Media/Content; IoT; Enterprise Applications; E-commerce; Consumer Internet; Enterprise; SaaS; Colorado / Utah
Brandon Beck,Brandon,Beck,Kickstart Fund,Utah; Colorado; New Mexico; Arizona; Nevada; Idaho; Wyoming; Montana,Pre-seed; Seed; Other Lists,TransportationTech; Real Estate/PropTech; E-commerce; Marketplaces; Consumer Internet; Enterprise; SaaS; FinTech; Colorado / Utah; Investors who invested in female founders; Investors who invested in diverse founders
Gavin Christensen,Gavin,Christensen,Kickstart Fund,"Salt Lake City, Utah",Pre-seed; Seed; Series A; Series B; Other Lists,MarketingTech; Education; Enterprise Applications; Media/Content; Hardware; E-commerce; FinTech; Marketplaces; Enterprise; SaaS; Colorado / Utah
Ruud Dekker,Ruud,Dekker,Kickstart Fund,Netherlands,Seed; Series A,MarketingTech; Social Networks; IoT; Media/Content; Enterprise Applications; E-commerce; Consumer Internet; SaaS; Enterprise
Sydnie Keddington,Sydnie,Keddington,Kickstart Fund,"Salt Lake City, Utah",Seed; Series A; Other Lists,Social Networks; MarketingTech; Media/Content; IoT; Enterprise Applications; Health & Hospital Services; E-commerce; Consumer Internet; Enterprise; SaaS; Colorado / Utah
Kat Kennedy,Kat,Kennedy,Kickstart Fund,"Riverton, Utah",Seed; Series A; Other Lists,Enterprise Applications; MarketingTech; Social Networks; Health & Hospital Services; Media/Content; IoT; E-commerce; Consumer Internet; SaaS; Colorado / Utah
Tanner Potter,Tanner,Potter,Kickstart Fund,"Salt Lake City, Utah",Pre-seed; Seed; Series A; Series B; Other Lists,Hardware; Media/Content; Health & Hospital Services; Education; Enterprise Applications; E-commerce; FinTech; Marketplaces; Enterprise; SaaS; Colorado / Utah
Curt Roberts,Curt,Roberts,Kickstart Fund,"Salt Lake City, Utah",Seed; Series A; Other Lists,Social Networks; MarketingTech; Enterprise Applications; Media/Content; IoT; E-commerce; Consumer Internet; Enterprise; SaaS; Colorado / Utah
